OBJECTNUMMER;SidewalkID;Streetname;Segments;NetworkType;ComfortLevelCode;ComfortLevel;SpaceclaimCode;Spaceclaim;SpaceclaimAantal;SituationCode;Situation;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT
69;69;"Govert Flinckstraat";"0002";"";"18";"1.8m";"FIETSREG|FIETSONREG|PAAL";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Palen en masten";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893377 52.355095,4.894455 52.355283,4.894917 52.355397,4.895736 52.355597,4.896436 52.355771,4.896767 52.355867,4.897416 52.356054,4.897632 52.356116)";"LINESTRING(52.355095 4.893377,52.355283 4.894455,52.355397 4.894917,52.355597 4.895736,52.355771 4.896436,52.355867 4.896767,52.356054 4.897416,52.356116 4.897632)";4.89550445;52.35560605
70;70;"Govert Flinckstraat";"0003";"";"06";"0.6m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890538 52.354595,4.891367 52.354734,4.892015 52.354853,4.893273 52.355077)";"LINESTRING(52.354595 4.890538,52.354734 4.891367,52.354853 4.892015,52.355077 4.893273)";4.89190555;52.3548355
71;71;"Govert Flinckstraat";"0004";"";"09";"0.9m";"FIETSREG|BROM|FIETSONREG|PAAL";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Palen en masten";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888463 52.354212,4.888663 52.354242,4.889091 52.354318,4.889781 52.354453,4.890091 52.354508,4.890311 52.354546)";"LINESTRING(52.354212 4.888463,52.354242 4.888663,52.354318 4.889091,52.354453 4.889781,52.354508 4.890091,52.354546 4.890311)";4.8893869;52.35437965
72;72;"Govert Flinckstraat";"0005";"";"09";"0.9m";"FIETSREG|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888466 52.354143,4.888655 52.354153,4.888846 52.354184,4.88917 52.354251,4.88948 52.35431,4.890051 52.354412,4.890328 52.354463)";"LINESTRING(52.354143 4.888466,52.354153 4.888655,52.354184 4.888846,52.354251 4.88917,52.35431 4.88948,52.354412 4.890051,52.354463 4.890328)";4.8893969;52.35430145
73;73;"Govert Flinckstraat";"0006";"";"09";"0.9m";"FIETSREG|GROEN|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893253 52.355005,4.893221 52.355,4.892827 52.354926,4.892344 52.354843,4.891869 52.354757,4.891396 52.354677,4.891075 52.354611,4.890833 52.354568,4.890578 52.354531)";"LINESTRING(52.355005 4.893253,52.355 4.893221,52.354926 4.892827,52.354843 4.892344,52.354757 4.891869,52.354677 4.891396,52.354611 4.891075,52.354568 4.890833,52.354531 4.890578)";4.8919153;52.35476685
74;74;"Govert Flinckstraat";"0007";"";"06";"0.6m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.897647 52.356047,4.897269 52.355939,4.896948 52.35584,4.896023 52.355597,4.895608 52.355497,4.895201 52.355393,4.894912 52.355322,4.894494 52.355223,4.89391 52.355117,4.89353 52.355051,4.89341 52.355031)";"LINESTRING(52.356047 4.897647,52.355939 4.897269,52.35584 4.896948,52.355597 4.896023,52.355497 4.895608,52.355393 4.895201,52.355322 4.894912,52.355223 4.894494,52.355117 4.89391,52.355051 4.89353,52.355031 4.89341)";4.89552855;52.35553935
75;75;"Govert Flinckstraat";"0008";"";"06MIN";"Smaller dan 0.6m";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.899698 52.356647,4.899191 52.356499,4.898755 52.356373,4.898471 52.356285,4.898024 52.356155,4.897759 52.356091)";"LINESTRING(52.356647 4.899698,52.356499 4.899191,52.356373 4.898755,52.356285 4.898471,52.356155 4.898024,52.356091 4.897759)";4.8987284;52.356369
76;76;"Tweede Jan Steenstraat";"0001";"";"18";"1.8m";"GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.898179 52.355571,4.898663 52.35571,4.899531 52.355963,4.89998 52.356092,4.900075 52.356127)";"LINESTRING(52.355571 4.898179,52.35571 4.898663,52.355963 4.899531,52.356092 4.89998,52.356127 4.900075)";4.89912705;52.3558502
77;77;"Tweede Jan Steenstraat";"0002";"";"22";"2.2m";"GROEN|FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Groen -  - Palen en masten";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893715 52.354563,4.893765 52.354573,4.894552 52.354752,4.895798 52.355028,4.896561 52.355194,4.897173 52.355333,4.897671 52.355437,4.898049 52.35552)";"LINESTRING(52.354563 4.893715,52.354573 4.893765,52.354752 4.894552,52.355028 4.895798,52.355194 4.896561,52.355333 4.897173,52.355437 4.897671,52.35552 4.898049)";4.8958819;52.3550415
78;78;"Tweede Jan Steenstraat";"0003";"";"09";"0.9m";"BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890745 52.354121,4.891657 52.354263,4.892554 52.354392,4.893291 52.354505,4.893589 52.35455)";"LINESTRING(52.354121 4.890745,52.354263 4.891657,52.354392 4.892554,52.354505 4.893291,52.35455 4.893589)";4.8921671;52.3543358
79;79;"Tweede Jan Steenstraat";"0004";"";"18";"1.8m";"BROM|WINKEL|FIETSONREG|PAAL";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Palen en masten - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888638 52.353784,4.889253 52.353883,4.889918 52.353984,4.890525 52.354084)";"LINESTRING(52.353784 4.888638,52.353883 4.889253,52.353984 4.889918,52.354084 4.890525)";4.88958145;52.35393335
80;80;"Tweede Jan Steenstraat";"0005";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89056 52.353982,4.888751 52.353709)";"LINESTRING(52.353982 4.89056,52.353709 4.888751)";4.8896556;52.3538456
81;81;"Tweede Jan Steenstraat";"0006";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89365 52.354449,4.892997 52.354343,4.892446 52.354264,4.891854 52.354173,4.891374 52.354103,4.890785 52.354013)";"LINESTRING(52.354449 4.89365,52.354343 4.892997,52.354264 4.892446,52.354173 4.891854,52.354103 4.891374,52.354013 4.890785)";4.89221765;52.35423085
82;82;"Tweede Jan Steenstraat";"0007";"";"09";"0.9m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.898125 52.355429,4.897974 52.355393,4.897634 52.35532,4.897123 52.355203,4.896356 52.355033,4.895934 52.354942,4.89529 52.354797,4.894798 52.354688,4.894217 52.354554,4.893863 52.35448)";"LINESTRING(52.355429 4.898125,52.355393 4.897974,52.35532 4.897634,52.355203 4.897123,52.355033 4.896356,52.354942 4.895934,52.354797 4.89529,52.354688 4.894798,52.354554 4.894217,52.35448 4.893863)";4.8959942;52.35495565
83;83;"Tweede Jan Steenstraat";"0008";"";"18";"1.8m";"FIETSREG|GROEN|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen - ";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.900156 52.356021,4.899723 52.355893,4.899177 52.355733,4.89853 52.355543,4.898262 52.355476)";"LINESTRING(52.356021 4.900156,52.355893 4.899723,52.355733 4.899177,52.355543 4.89853,52.355476 4.898262)";4.899209;52.35574915
84;84;"Frans Halsstraat";"0001";"";"18";"1.8m";"FIETSREG|TERRAS";"Geparkeerde fietsen gereguleerd - Terrassen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888963 52.3575,4.889002 52.35772,4.889101 52.358286,4.889115 52.358425)";"LINESTRING(52.3575 4.888963,52.35772 4.889002,52.358286 4.889101,52.358425 4.889115)";4.88903905;52.35796165
85;85;"Frans Halsstraat";"0002";"";"09";"0.9m";"FIETSREG|WINKEL|GROEN|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888862 52.356905,4.888876 52.356985,4.88895 52.357427)";"LINESTRING(52.356905 4.888862,52.356985 4.888876,52.357427 4.88895)";4.888906;52.3571663
86;86;"Frans Halsstraat";"0003";"";"22";"2.2m";"FIETSREG|GROEN";"Geparkeerde fietsen gereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888768 52.356311,4.888849 52.356828)";"LINESTRING(52.356311 4.888768,52.356828 4.888849)";4.8888085;52.3565693
87;87;"Frans Halsstraat";"0004";"";"18";"1.8m";"FIETSREG|BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd -  - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888684 52.355774,4.888767 52.35623)";"LINESTRING(52.355774 4.888684,52.35623 4.888767)";4.8887253;52.3560028
88;88;"Frans Halsstraat";"0005";"";"18";"1.8m";"BROM|WINKEL|GROEN";"Geparkeerde brommers/motoren - Groen - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888505 52.355696,4.88843 52.35524)";"LINESTRING(52.355696 4.888505,52.35524 4.88843)";4.88846755;52.35546875
89;89;"Frans Halsstraat";"0006";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888487 52.354683,4.888587 52.355128)";"LINESTRING(52.354683 4.888487,52.355128 4.888587)";4.88853695;52.35490605
90;90;"Frans Halsstraat";"0007";"";"18";"1.8m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888409 52.355147,4.888342 52.354733,4.88832 52.354652)";"LINESTRING(52.355147 4.888409,52.354733 4.888342,52.354652 4.88832)";4.88836455;52.35490035
91;91;"Frans Halsstraat";"0008";"";"09";"0.9m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888681 52.355713,4.88875 52.355677,4.8891 52.355654,4.889885 52.355612,4.890371 52.355587)";"LINESTRING(52.355713 4.888681,52.355677 4.88875,52.355654 4.8891,52.355612 4.889885,52.355587 4.890371)";4.88952585;52.35564995
92;92;"Frans Halsstraat";"0009";"";"09";"0.9m";"BROM|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Terrassen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888598 52.356251,4.888518 52.355782)";"LINESTRING(52.356251 4.888598,52.355782 4.888518)";4.88855795;52.3560162
93;93;"Frans Halsstraat";"0010";"";"18";"1.8m";"FIETSREG|BROM|GROEN|PAAL";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Groen - Palen en masten";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888689 52.356831,4.888609 52.356345)";"LINESTRING(52.356831 4.888689,52.356345 4.888609)";4.88864895;52.35658835
94;94;"Frans Halsstraat";"0011";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.88879 52.357439,4.888827 52.357406,4.888811 52.357289,4.888758 52.357273,4.888701 52.356934)";"LINESTRING(52.357439 4.88879,52.357406 4.888827,52.357289 4.888811,52.357273 4.888758,52.356934 4.888701)";4.8887639;52.35718535
95;95;"Frans Halsstraat";"0012";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.88896 52.358499,4.888888 52.358064,4.888809 52.35752)";"LINESTRING(52.358499 4.88896,52.358064 4.888888,52.35752 4.888809)";4.88888455;52.35800935
96;96;"Ferdinand Bolstraat";"0001";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89094 52.35795,4.89085 52.35739)";"LINESTRING(52.35795 4.89094,52.35739 4.89085)";4.89089515;52.35766985
97;97;"Ferdinand Bolstraat";"0002";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89074 52.35673,4.890652 52.356211)";"LINESTRING(52.35673 4.89074,52.356211 4.890652)";4.89069605;52.356472
98;98;"Ferdinand Bolstraat";"0003";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890641 52.356131,4.890549 52.355499)";"LINESTRING(52.356131 4.890641,52.355499 4.890549)";4.8905952;52.3558159
99;99;"Ferdinand Bolstraat";"0004";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890539 52.355414,4.890516 52.355367,4.890462 52.355066)";"LINESTRING(52.355414 4.890539,52.355367 4.890516,52.355066 4.890462)";4.89050055;52.35523985
100;100;"Ferdinand Bolstraat";"0005";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890455 52.354916,4.890464 52.354808,4.890538 52.354595)";"LINESTRING(52.354916 4.890455,52.354808 4.890464,52.354595 4.890538)";4.8904965;52.3547554
101;101;"Ferdinand Bolstraat";"0006";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89058 52.354531,4.890615 52.3544,4.890745 52.354121)";"LINESTRING(52.354531 4.89058,52.3544 4.890615,52.354121 4.890745)";4.8906627;52.35432625
102;102;"Ferdinand Bolstraat";"0007";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890785 52.354013,4.890986 52.353488)";"LINESTRING(52.354013 4.890785,52.353488 4.890986)";4.8908856;52.3537502
103;103;"Ferdinand Bolstraat";"0008";"";"18";"1.8m";"FIETSREG|BROM|WINKEL|MEUBEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Straatmeubilair - Winkeluitstalling & reclameborden";5;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891217 52.352916,4.891017 52.353418)";"LINESTRING(52.352916 4.891217,52.353418 4.891017)";4.8911171;52.35316655
104;104;"Ferdinand Bolstraat";"0009";"";"18";"1.8m";"WINKEL|MEUBEL|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Straatmeubilair - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891492 52.352158,4.891302 52.352683)";"LINESTRING(52.352158 4.891492,52.352683 4.891302)";4.891397;52.3524208
105;105;"Ferdinand Bolstraat";"0010";"";"09";"0.9m";"WINKEL|PAAL";"Palen en masten - Winkeluitstalling & reclameborden";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891476 52.351476,4.891507 52.352052)";"LINESTRING(52.351476 4.891476,52.352052 4.891507)";4.89149165;52.3517628
106;106;"Ferdinand Bolstraat";"0011";"";"22";"2.2m";"BROM|WINKEL|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Terrassen - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891555 52.351242,4.891499 52.351366)";"LINESTRING(52.351242 4.891555,52.351366 4.891499)";4.8915269;52.3513031
107;107;"Ferdinand Bolstraat";"0012";"";"18";"1.8m";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891245 52.351338,4.891322 52.351075)";"LINESTRING(52.351338 4.891245,52.351075 4.891322)";4.8912835;52.3512058
108;108;"Ferdinand Bolstraat";"0013";"";"18";"1.8m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891263 52.352027,4.891225 52.351442)";"LINESTRING(52.352027 4.891263,52.351442 4.891225)";4.89124395;52.35173415
109;109;"Ferdinand Bolstraat";"0014";"";"09";"0.9m";"BROM|WINKEL|OVERIG|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Overig - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891056 52.352646,4.891248 52.352144)";"LINESTRING(52.352646 4.891056,52.352144 4.891248)";4.89115215;52.3523941
110;110;"Ferdinand Bolstraat";"0015";"";"09";"0.9m";"FIETSREG|BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890782 52.353384,4.890962 52.352888)";"LINESTRING(52.353384 4.890782,52.352888 4.890962)";4.890872;52.35313415
111;111;"Ferdinand Bolstraat";"0016";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890744 52.353481,4.890558 52.353981)";"LINESTRING(52.353481 4.890744,52.353981 4.890558)";4.890651;52.35373115
112;112;"Ferdinand Bolstraat";"0017";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890523 52.354084,4.890368 52.354433,4.890328 52.354463)";"LINESTRING(52.354084 4.890523,52.354433 4.890368,52.354463 4.890328)";4.89042545;52.35427285
113;113;"Ferdinand Bolstraat";"0018";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890311 52.354546,4.890195 52.354838,4.890143 52.354856)";"LINESTRING(52.354546 4.890311,52.354838 4.890195,52.354856 4.890143)";4.89022685;52.3547001
114;114;"Ferdinand Bolstraat";"0019";"";"PM";"Nog onbepaald";"BROM|WINKEL|GROEN|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Groen - Terrassen - Winkeluitstalling & reclameborden";5;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.890268 52.355362,4.89012 52.35501)";"LINESTRING(52.355362 4.890268,52.35501 4.89012)";4.8901939;52.35518645
115;115;"Ferdinand Bolstraat";"0020";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890341 52.355458,4.890362 52.355525,4.890371 52.355587)";"LINESTRING(52.355458 4.890341,52.355525 4.890362,52.355587 4.890371)";4.8903558;52.35552215
116;116;"Ferdinand Bolstraat";"0021";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890392 52.355701,4.890461 52.356131)";"LINESTRING(52.355701 4.890392,52.356131 4.890461)";4.8904264;52.35591695
117;117;"Ferdinand Bolstraat";"0022";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89048 52.35624,4.890551 52.356722)";"LINESTRING(52.35624 4.89048,52.356722 4.890551)";4.89051555;52.35648155
118;118;"Ferdinand Bolstraat";"0023";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890572 52.356835,4.890641 52.357311)";"LINESTRING(52.356835 4.890572,52.357311 4.890641)";4.89060665;52.3570728
119;119;"Ferdinand Bolstraat";"0024";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890656 52.357426,4.890743 52.357964)";"LINESTRING(52.357426 4.890656,52.357964 4.890743)";4.8906994;52.35769465
120;120;"Saenredamstraat";"0001";"";"18";"1.8m";"FIETSREG|BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890392 52.355701,4.890325 52.355699,4.889063 52.355764,4.888758 52.355778,4.888684 52.355774)";"LINESTRING(52.355701 4.890392,52.355699 4.890325,52.355764 4.889063,52.355778 4.888758,52.355774 4.888684)";4.8895378;52.35573765
121;121;"Saenredamstraat";"0002";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888684 52.355774,4.888758 52.355778,4.889063 52.355764,4.889806 52.355726,4.890325 52.355699,4.890392 52.355701)";"LINESTRING(52.355774 4.888684,52.355778 4.888758,52.355764 4.889063,52.355726 4.889806,52.355699 4.890325,52.355701 4.890392)";4.8895378;52.35573765
122;122;"Daniel Stalpertstraat";"0001";"";"09";"0.9m";"FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888767 52.35623,4.89007 52.356153,4.890461 52.35613)";"LINESTRING(52.35623 4.888767,52.356153 4.89007,52.35613 4.890461)";4.8896139;52.3561802
123;123;"Daniel Stalpertstraat";"0002";"";"18";"1.8m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89048 52.356242,4.890367 52.356252,4.889925 52.356275,4.889628 52.356293,4.889155 52.356316,4.888854 52.356327,4.888769 52.356312)";"LINESTRING(52.356242 4.89048,52.356252 4.890367,52.356275 4.889925,52.356293 4.889628,52.356316 4.889155,52.356327 4.888854,52.356312 4.888769)";4.88962455;52.3562851
124;124;"Quellijnstraat";"0001";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888849 52.356828,4.889864 52.356765,4.890551 52.356722)";"LINESTRING(52.356828 4.888849,52.356765 4.889864,52.356722 4.890551)";4.88969995;52.3567753
